user_id,clicks,views
a9b7ba70783b617e9998dc4dd82eb3c5,1,1
b8c37e33defde51cf91e1e03e51657da,0,1
fba9d88164f3e2d9109ee770223212a0,0,2
aa68c75c4a77c87f97fb686b2f068676,0,1
fed33392d3a48aa149a87a38b875ba4a,0,2
2387337ba1e0b0249ba90f55b2ba2521,0,2
9246444d94f081e3549803b928260f56,5,17
d7322ed717dedf1eb4e6e52a37ea7bcd,0,5
1587965fb4d4b5afe8428a4a024feb0d,1,12
31b3b31a1c2f8a370206f111127c0dbd,0,1
1e48c4420b7073bc11916c6c1de226bb,0,2
7f975a56c761db6506eca0b37ce6ec87,0,1
f33ba15effa5c10e873bf3842afb46a6,3,8
6b180037abbebea991d8b1232f8a8ca9,1,1
766d856ef1a6b02f93d894415e6bfa0e,0,3
298923c8190045e91288b430794814c4,0,1
08fe2621d8e716b02ec0da35256a998d,1,10
5d616dd38211ebb5d6ec52986674b6e4,4,6
ef50c335cca9f340bde656363ebd02fd,0,1
03e0704b5690a2dee1861dc3ad3316c9,2,11
65cc2c8205a05d7379fa3a6386f710e1,0,1
0768281a05da9f27df178b5c39a51263,0,1
93d65641ff3f1586614cf2c1ad240b6c,1,2
ce5140df15d046a66883807d18d0264b,1,2
021bbc7ee20b71134d53e20206bd6feb,8,38
82b8a3434904411a9fdc43ca87cee70c,1,2
24146db4eb48c718b84cae0a0799dcfc,0,3
883e881bb4d22a7add958f2d6b052c9f,0,1
3806734b256c27e41ec2c6bffa26d9e7,1,1
84d2004bf28a2095230e8e14993d398d,0,1
e515df0d202ae52fcebb14295743063b,1,3
afdec7005cc9f14302cd0474fd0f3c96,0,2
995e1fda4a2b5f55ef0df50868bf2a8f,0,4
e17184bcb70dcf3942c54e0b537ffc6d,1,3
bdb106a0560c4e46ccc488ef010af787,0,2
a34bacf839b923770b2c360eefa26748,0,10
83fa5a432ae55c253d0e60dbfa716723,0,4
eddb904a6db773755d2857aacadb1cb0,0,1
6d70cb65d15211726dcce4c0e971e21c,2,4
27ed0fb950b856b06e1273989422e7d3,5,12
537d9b6c927223c796cac288cced29df,0,4
d736bb10d83a904aefc1d6ce93dc54b8,1,3
9ac403da7947a183884c18a67d3aa8de,0,1
b9141aff1412dc76340b3822d9ea6c72,0,1
1019c8091693ef5c5f55970346633f92,0,3
a0e2a2c563d57df27213ede1ac4ac780,0,1
1579779b98ce9edb98dd85606f2c119d,1,4
20b5e1cf8694af7a3c1ba4a87f073021,9,40
7cce53cf90577442771720a370c3c723,0,5
58c54802a9fb9526cd0923353a34a7ae,1,6
5055cbf43fac3f7e2336b27310f0b9ef,1,3
456ac9b0d15a8b7f1e71073221059886,0,3
f4dd765c12f2ef67f98f3558c282a9cd,0,5
7fec306d1e665bc9c748b5d2b99a6e97,1,2
db576a7d2453575f29eab4bac787b919,6,18
53c04118df112c13a8c34b38343b9c10,0,1
4ca82782c5372a547c104929f03fe7a9,0,2
d8700cbd38cc9f30cecb34f0c195b137,3,7
b4d168b48157c623fbd095b4a565b5bb,0,1
4a08142c38dbe374195d41c04562d9f8,1,3
299a23a2291e2126b91d54f3601ec162,0,4
a89cf525e1d9f04d16ce31165e139a4b,3,16
cd89fef7ffdd490db800357f47722b20,1,16
