"state","year","name","type","city","county","district","enroll","mmr","overall","xrel","xmed","xper","lat","lng"
"Arizona","2018-19","Sunset Ridge Elementary-85086","Public","Phoenix","Maricopa",null,55,98.18,-1,null,null,1.82,33.809221,-112.131486
"Arizona","2018-19","Sahuaro","Public","Phoenix","Maricopa",null,54,98.15,-1,null,null,3.7,33.6031826,-112.1291792
"Arizona","2018-19","William R Sullivan Elementary","Public","Phoenix","Maricopa",null,54,98.15,-1,null,null,1.85,33.448568,-112.127204
"Arizona","2018-19","Starlight Park","Public","Phoenix","Maricopa",null,107,98.13,-1,null,null,null,33.4878493,-112.2304226
"Arizona","2018-19","Desert Mesa Elementary","Public","Yuma","Yuma",null,105,98.1,-1,null,null,1.9,32.685654,-114.505979
"Arizona","2018-19","Capitol Elementary","Public","Phoenix","Maricopa",null,52,98.08,-1,null,null,1.92,33.4522301,-112.094852
"Arizona","2018-19","Carmichael Elementary","Public","Sierra Vista","Cochise",null,52,98.08,-1,null,3.85,1.92,31.562682,-110.2992417
"Arizona","2018-19","Oro Grande Elementary","Public","Lake Havasu City","Mohave",null,52,98.08,-1,null,null,1.92,34.4639215,-114.2713945
"Arizona","2018-19","Orangewood Elementary","Public","Phoenix","Maricopa",null,103,98.06,-1,null,null,2.91,33.5450034,-112.0967004
"Arizona","2018-19","Adams Elementary","Public","Mesa","Maricopa",null,102,98.04,-1,null,0.98,1.96,33.401518,-111.8667592
"Arizona","2018-19","Bonillas Elementary Basic Curriculum Magn","Public","Tucson","Pima",null,51,98.04,-1,null,5.88,1.96,32.2146846,-110.8908484
"Arizona","2018-19","Centerra Mirage Elementary","Public","Goodyear","Maricopa",null,51,98.04,-1,null,null,1.96,33.4425296,-112.3862367
"Arizona","2018-19","Ira A Murphy","Public","Peoria","Maricopa",null,51,98.04,-1,null,null,1.96,33.5796232,-112.2139215
"Arizona","2018-19","Liberty Elementary School-85254","Public","Scottsdale","Maricopa",null,51,98.04,-1,null,null,5.88,33.6199294,-111.9702712
"Arizona","2018-19","Villa De Paz Elementary","Public","Phoenix","Maricopa",null,51,98.04,-1,null,null,null,33.5071202,-112.2845532
"Arizona","2018-19","Coronado K-8","Public","Tucson","Pima",null,50,98,-1,null,null,2,32.4757016,-110.9205687
"Arizona","2018-19","Indian Wells Elementary","Public","Indian Wells","Navajo",null,50,98,-1,null,null,2,35.3997993,-110.0695172
"Arizona","2018-19","W V Whitmore Elementary","Public","Tucson","Pima",null,50,98,-1,null,null,2,32.2575286,-110.8790235
"Arizona","2018-19","Anza Trail Elementary","Public","Sahuarita","Pima",null,98,97.96,-1,null,null,2.04,31.9695391,-110.9748443
"Arizona","2018-19","Curiel","Public","Eloy","Pinal",null,98,97.96,-1,null,2.04,null,32.7597004,-111.5602002
"Arizona","2018-19","Imagine Elementary At Cortez Park","Charter","Phoenix","Maricopa",null,98,97.96,-1,null,null,1.02,33.5659276,-112.13485
"Arizona","2018-19","Ironwood Elementary","Public","Tucson","Pima",null,98,97.96,-1,null,null,1.02,32.3780012,-111.0368098
"Arizona","2018-19","Palomino Primary","Public","Phoenix","Maricopa",null,146,97.95,-1,null,null,1.37,33.6323321,-112.019
"Arizona","2018-19","Charles W Harris Elementary","Public","Phoenix","Maricopa",null,97,97.94,-1,null,null,null,33.4727283,-112.178446
"Arizona","2018-19","G Frank Davidson","Public","Phoenix","Maricopa",null,97,97.94,-1,null,null,null,33.486232,-112.210741
"Arizona","2018-19","Tierra Del Sol Elementary","Public","Somerton","Yuma",null,97,97.94,-1,null,null,null,32.5883512,-114.7087348
"Arizona","2018-19","Flora Thew Elementary","Public","Tempe","Maricopa",null,96,97.92,-1,null,null,3.13,33.4173339,-111.8952386
"Arizona","2018-19","Las Brisas Elementary","Public","Glendale","Maricopa",null,96,97.92,-1,null,null,4.17,33.7044048,-112.1851464
"Arizona","2018-19","Sirrine Elementary","Public","Chandler","Maricopa",null,48,97.92,-1,null,2.08,2.08,33.3431779,-111.8500582
"Arizona","2018-19","William C Jack","Public","Glendale","Maricopa",null,142,97.89,-1,null,0.7,2.11,33.5175109,-112.2009444
"Arizona","2018-19","Country Place Elementary","Public","Tolleson","Maricopa",null,94,97.87,-1,null,null,2.13,33.4175453,-112.2785842
"Arizona","2018-19","Ford Elementary","Public","Tucson","Pima",null,47,97.87,-1,null,null,2.13,32.1848347,-110.8214113
"Arizona","2018-19","Harvest Preparatory Academy - Goodyear","Charter","Goodyear","Maricopa",null,47,97.87,-1,null,null,2.13,33.4518816,-112.3797951
"Arizona","2018-19","Knox Elementary","Public","Chandler","Maricopa",null,94,97.87,-1,null,null,3.19,33.3250748,-111.8526262
"Arizona","2018-19","Magnet Traditional","Public","Phoenix","Maricopa",null,47,97.87,-1,null,null,null,33.4771586,-112.1088048
"Arizona","2018-19","Marshall Elementary","Public","Tucson","Pima",null,47,97.87,-1,null,null,2.13,32.1986201,-110.7991336
"Arizona","2018-19","Mission Manor Elementary","Public","Tucson","Pima",null,92,97.83,-1,null,null,null,32.1419155,-110.9786939
"Arizona","2018-19","Tartesso Elementary","Public","Buckeye","Maricopa",null,92,97.83,-1,null,null,2.17,33.4905364,-112.6882019
"Arizona","2018-19","Dorothy Stinson","Public","Safford","Graham",null,91,97.8,-1,null,null,null,32.8158497,-109.7148954
"Arizona","2018-19","Lincoln Elementary","Public","Mesa","Maricopa",null,91,97.8,-1,null,null,2.2,33.3978943,-111.8282139
"Arizona","2018-19","Harold Steele Elementary","Public","Tucson","Pima",null,45,97.78,-1,null,null,2.22,32.2126067,-110.8137939
"Arizona","2018-19","Larkspur Elementary","Public","Phoenix","Maricopa",null,45,97.78,-1,null,null,null,33.6015889,-112.0293794
"Arizona","2018-19","Maie Bartlett Heard","Public","Phoenix","Maricopa",null,45,97.78,-1,null,null,null,33.4804134,-112.1089294
"Arizona","2018-19","Manzanita","Public","Tucson","Pima",null,90,97.78,-1,null,null,3.33,32.3286533,-110.928306
"Arizona","2018-19","Yuma Lutheran","Private","Yuma","Yuma",null,45,97.78,-1,null,null,2.22,32.6810927,-114.5938654
"Arizona","2018-19","Patterson Elementary","Public","Gilbert","Maricopa",null,89,97.75,-1,null,null,3.37,33.3642533,-111.7637588
"Arizona","2018-19","Saint John Vianney Catholic","Private","Goodyear","Maricopa",null,44,97.73,-1,null,null,2.27,33.4436342,-112.3508418
"Arizona","2018-19","Vista Del Sur Traditional","Public","Laveen","Maricopa",null,88,97.73,-1,null,null,3.41,33.3709326,-112.144785
"Arizona","2018-19","Blake Primary","Public","Parker","La Paz",null,130,97.69,-1,null,null,2.31,34.1504288,-114.2958391
"Arizona","2018-19","Chandler Traditional Academy - Independence","Public","Chandler","Maricopa",null,128,97.66,-1,null,null,2.34,33.237698,-111.865958
"Arizona","2018-19","Sycamore Elementary","Public","Vail","Pima",null,85,97.65,-1,null,null,2.35,31.9535669,-110.7705812
"Arizona","2018-19","Arroyo","Public","Glendale","Maricopa",null,42,97.62,-1,null,null,2.38,33.5885163,-112.1578534
"Arizona","2018-19","Hale Elementary","Public","Mesa","Maricopa",null,84,97.62,-1,null,null,3.57,33.4424746,-111.7803523
"Arizona","2018-19","Houston Elementary","Public","Gilbert","Maricopa",null,42,97.62,-1,null,null,2.38,33.3721207,-111.7817152
"Arizona","2018-19","Roosevelt Elementary","Public","Mesa","Maricopa",null,83,97.59,-1,null,null,1.2,33.3995206,-111.8815299
"Arizona","2018-19","Bonnie Brennan","Public","Winslow","Navajo",null,123,97.56,-1,null,0.81,1.63,35.0396556,-110.7252839
"Arizona","2018-19","Brunson-Lee Elementary","Public","Phoenix","Maricopa",null,82,97.56,-1,null,null,2.44,33.4627593,-111.9796549
"Arizona","2018-19","Thomas A Edison","Public","Phoenix","Maricopa",null,82,97.56,-1,null,null,1.22,33.4577881,-112.0443981
"Arizona","2018-19","Union Elementary","Public","Tolleson","Maricopa",null,122,97.54,-1,null,null,1.64,33.4109,-112.256393
"Arizona","2018-19","Frances Branden-Pickett Elementary","Public","Queen Creek","Maricopa",null,81,97.53,-1,null,null,3.7,33.2331486,-111.609805
"Arizona","2018-19","Walter Douglas Elementary","Public","Tucson","Pima",null,81,97.53,-1,null,null,2.47,32.2672443,-110.9945714
"Arizona","2018-19","James B Rolle","Public","Yuma","Yuma",null,121,97.52,-1,null,null,2.48,32.6780464,-114.5937726
"Arizona","2018-19","Sahuarita Primary","Public","Sahuarita","Pima",null,201,97.51,-1,null,null,2.49,31.960925,-110.977688
"Arizona","2018-19","Stanfield Elementary","Public","Stanfield","Pinal",null,40,97.5,-1,null,null,2.5,32.875486,-111.9633527
"Arizona","2018-19","C E Rose Elementary","Public","Tucson","Pima",null,79,97.47,-1,null,1.27,1.27,32.1703878,-110.977551
"Arizona","2018-19","Village Meadows Elementary","Public","Sierra Vista","Cochise",null,79,97.47,-1,null,null,2.53,31.546145,-110.266621
"Arizona","2018-19","Cottonwood Elementary","Public","Tucson","Pima",null,78,97.44,-1,null,null,2.56,32.0941599,-110.7796697
"Arizona","2018-19","Pedro Guerrero Elementary","Public","Mesa","Maricopa",null,78,97.44,-1,null,null,2.56,33.4064599,-111.8548721
"Arizona","2018-19","Campo Bello Elementary","Public","Phoenix","Maricopa",null,77,97.4,-1,null,null,2.6,33.6466341,-112.0252342
"Arizona","2018-19","Fowler Elementary","Public","Phoenix","Maricopa",null,77,97.4,-1,null,1.3,null,33.4509631,-112.2059413
"Arizona","2018-19","Meridian Elementary","Public","Mesa","Maricopa",null,77,97.4,-1,null,1.3,3.9,33.343095,-111.5932202
"Arizona","2018-19","Coyote Springs Elementary","Public","Prescott Valley","Yavapai",null,76,97.37,-1,null,2.63,1.32,34.6373768,-112.3232209
"Arizona","2018-19","Henry Hank Oyama","Public","Tucson","Pima",null,38,97.37,-1,null,null,2.63,32.1909364,-111.0129748
"Arizona","2018-19","Maxine O Bush Elementary","Public","Phoenix","Maricopa",null,38,97.37,-1,null,null,2.63,33.365621,-112.068377
"Arizona","2018-19","Roadrunner Elementary","Public","Phoenix","Maricopa",null,114,97.37,-1,null,null,2.63,33.5503304,-112.1438598
"Arizona","2018-19","Towne Meadows Elementary","Public","Higley","Maricopa",null,76,97.37,-1,null,null,6.58,33.3708394,-111.704092
"Arizona","2018-19","Chaparral Elementary School-85029","Public","Phoenix","Maricopa",null,75,97.33,-1,null,null,4,33.6082906,-112.1402271
"Arizona","2018-19","Coyote Trail Elementary","Public","Tucson","Pima",null,75,97.33,-1,null,1.33,4,32.3536741,-111.1083082
"Arizona","2018-19","Marshall Ranch Elementary","Public","Glendale","Maricopa",null,75,97.33,-1,null,null,2.67,33.5994852,-112.1791622
"Arizona","2018-19","Gale Elementary","Public","Tucson","Pima",null,74,97.3,-1,null,null,2.7,32.2132303,-110.7989473
"Arizona","2018-19","Heartland Ranch Elementary","Public","Coolidge","Pinal",null,37,97.3,-1,null,null,2.7,32.982936,-111.5475989
"Arizona","2018-19","Palm Lane Elementary","Public","Phoenix","Maricopa",null,111,97.3,-1,null,0.9,0.9,33.4703944,-112.1975117
"Arizona","2018-19","Saint Mary-Basha Catholic","Private","Chandler","Maricopa",null,37,97.3,-1,null,null,2.7,33.3138809,-111.8472402
"Arizona","2018-19","Self Development Academy Phoenix","Charter","Phoenix","Maricopa",null,37,97.3,-1,null,null,5.41,33.4942297,-112.0500315
"Arizona","2018-19","Math And Science Success Academy","Charter","Tucson","Pima",null,73,97.26,-1,null,null,null,32.1325689,-110.9760575
"Arizona","2018-19","Sousa Elementary","Public","Mesa","Maricopa",null,73,97.26,-1,null,null,2.74,33.4279406,-111.589847
"Arizona","2018-19","Spectrum Elementary","Public","Gilbert","Maricopa",null,73,97.26,-1,null,null,2.74,33.2997003,-111.7613669
"Arizona","2018-19","Papago","Public","Phoenix","Maricopa",null,109,97.25,-1,null,null,null,33.4703526,-112.0031573
"Arizona","2018-19","Garfield","Public","Phoenix","Maricopa",null,72,97.22,-1,null,null,null,33.457728,-112.053216
"Arizona","2018-19","Park Meadows Elementary","Public","Glendale","Maricopa",null,108,97.22,-1,null,2.78,5.56,33.6663533,-112.1357613
"Arizona","2018-19","Santa Rosa Elementary","Public","Maricopa","Pinal",null,36,97.22,-1,null,null,2.78,33.0740964,-112.0286342
"Arizona","2018-19","Stevenson Elementary","Public","Douglas","Cochise",null,72,97.22,-1,null,null,null,31.3459013,-109.5263593
"Arizona","2018-19","Tully Elementary Accelerated Magnet","Public","Tucson","Pima",null,36,97.22,-1,null,null,2.78,32.2422559,-111.0011896
"Arizona","2018-19","Glendale American","Public","Glendale","Maricopa",null,71,97.18,-1,null,null,1.41,33.5612497,-112.1789859
"Arizona","2018-19","Redbird Elementary","Public","Mesa","Maricopa",null,71,97.18,-1,null,null,2.82,33.3963054,-111.8494527
"Arizona","2018-19","Emerson Elementary","Public","Mesa","Maricopa",null,105,97.14,-1,null,null,1.9,33.422958,-111.851995
"Arizona","2018-19","First Avenue Elementary","Public","San Manuel","Pinal",null,35,97.14,-1,null,null,2.86,32.5966312,-110.6382251
"Arizona","2018-19","Fort Thomas Elementary","Public","Fort Thomas","Graham",null,35,97.14,-1,null,null,null,33.0342863,-109.964444
"Arizona","2018-19","James W. Rice Elementary","Public","Phoenix","Maricopa",null,105,97.14,-1,null,null,1.9,33.5036557,-112.1594072
"Arizona","2018-19","Maldonado Amelia Elementary","Public","Tucson","Pima",null,35,97.14,-1,null,null,null,32.1165222,-111.0418027
"Arizona","2018-19","Our Lady Of Perpetual Help School-85301","Private","Glendale","Maricopa",null,35,97.14,-1,null,null,null,33.5460583,-112.1798257
"Arizona","2018-19","Whittier Elementary School-85006","Public","Phoenix","Maricopa",null,35,97.14,-1,null,null,2.86,33.4699153,-112.048243
"Arizona","2018-19","Asu Preparatory Academy - Phoenix Elementary","Public","Phoenix","Maricopa",null,69,97.1,-1,null,null,1.45,33.4533992,-112.0636589
"Arizona","2018-19","Michael T. Hughes Elementary","Public","Mesa","Maricopa",null,69,97.1,-1,null,null,1.45,33.427051,-111.7986358
"Arizona","2018-19","Pima Butte Elementary","Public","Maricopa","Pinal",null,69,97.1,-1,null,null,2.9,33.0863266,-112.0210424
"Arizona","2018-19","Eva Marshall Elementary","Public","Flagstaff","Coconino",null,68,97.06,-1,null,null,4.41,35.2070549,-111.6521919
"Arizona","2018-19","Mesquite Elementary","Public","Yuma","Yuma",null,68,97.06,-1,null,null,2.94,32.6758013,-114.6745577
"Arizona","2018-19","Madrid Neighborhood","Public","Phoenix","Maricopa",null,67,97.01,-1,null,null,null,33.4880981,-112.1395955
"Arizona","2018-19","Melvin E Sine","Public","Glendale","Maricopa",null,67,97.01,-1,null,1.49,1.49,33.5426253,-112.1647712
"Arizona","2018-19","Quail Run Elementary","Public","Tucson","Pima",null,67,97.01,-1,null,null,1.49,32.3602271,-111.0643539
"Arizona","2018-19","Desert Willow Elementary","Public","Tucson","Pima",null,100,97,-1,null,null,2,32.1033149,-110.7922965
"Arizona","2018-19","Camelback Academy","Charter","Glendale","Maricopa",null,66,96.97,-1,null,1.52,4.55,33.5093005,-112.2238514
"Arizona","2018-19","Colonel Johnston Elementary","Public","Fort Huachuca","Cochise",null,99,96.97,-1,null,null,null,31.5494677,-110.3439223
"Arizona","2018-19","Davis Bilingual Magnet","Public","Tucson","Pima",null,66,96.97,-1,null,null,3.03,32.228953,-110.9794904
"Arizona","2018-19","Ironwood Elementary","Public","Phoenix","Maricopa",null,66,96.97,-1,null,null,3.03,33.619788,-112.143144
"Arizona","2018-19","Kyrene Del Norte","Public","Tempe","Maricopa",null,99,96.97,-1,null,null,3.03,33.3577015,-111.9174095
"Arizona","2018-19","Sunnyslope Elementary","Public","Phoenix","Maricopa",null,66,96.97,-1,null,null,6.06,33.5740955,-112.0704123
"Arizona","2018-19","Odyssey Preperatory Academy - Buckeye Apache","Charter","Buckeye","Maricopa",null,97,96.91,-1,null,null,3.09,33.3874587,-112.5741905
"Arizona","2018-19","Desert Garden Elementary","Public","Glendale","Maricopa",null,161,96.89,-1,null,null,1.86,33.5351125,-112.2102535
"Arizona","2018-19","Basis - Flagstaff","Charter","Flagstaff","Coconino",null,64,96.88,-1,null,null,10.94,35.207697,-111.633999
"Arizona","2018-19","Faras Elementary","Public","Pirtleville","Cochise",null,32,96.88,-1,null,null,null,31.3608524,-109.569051
"Arizona","2018-19","St. John Bosco Catholic School Program","Private","Phoenix","Maricopa",null,32,96.88,-1,null,null,6.25,33.3011486,-111.9787047
"Arizona","2018-19","Hohokam Elementary","Public","Scottsdale","Maricopa",null,63,96.83,-1,null,null,1.59,33.472141,-111.898334
"Arizona","2018-19","Whispering Wind Academy","Public","Phoenix","Maricopa",null,63,96.83,-1,null,null,3.17,33.6314903,-111.9896886
"Arizona","2018-19","Liberty Elementary","Public","Tucson","Pima",null,94,96.81,-1,null,null,2.13,32.1526811,-110.9722303
"Arizona","2018-19","Maricopa Elementary","Public","Maricopa","Pinal",null,125,96.8,-1,null,1.6,4,33.044879,-112.054694
"Arizona","2018-19","Washington Elementary School-85051","Public","Phoenix","Maricopa",null,125,96.8,-1,null,null,3.2,33.5547951,-112.1158073
"Arizona","2018-19","Helen Keeling Elementary","Public","Tucson","Pima",null,62,96.77,-1,null,null,1.61,32.2587837,-110.964042
"Arizona","2018-19","Pueblo Elementary","Public","Yuma","Yuma",null,62,96.77,-1,null,null,3.23,32.6906338,-114.6555968
"Arizona","2018-19","Academy Of Math And Science","Charter","Tucson","Pima",null,92,96.74,-1,null,null,6.52,32.271788,-110.999361
"Arizona","2018-19","Frye Elementary","Public","Chandler","Maricopa",null,92,96.74,-1,null,null,5.43,33.2974596,-111.8313338
"Arizona","2018-19","Santa Fe Elementary","Public","Peoria","Maricopa",null,92,96.74,-1,null,1.09,3.26,33.5750415,-112.2251654
"Arizona","2018-19","Craycroft Elementary","Public","Tucson","Pima",null,122,96.72,-1,null,null,3.28,32.1355095,-110.8759677
"Arizona","2018-19","Desert Meadows Elementary","Public","Laveen","Maricopa",null,61,96.72,-1,null,null,3.28,33.372452,-112.205797
"Arizona","2018-19","Kiva Elementary","Public","Scottsdale","Maricopa",null,61,96.72,-1,null,null,8.2,33.5231142,-111.9323426
"Arizona","2018-19","Kyrene De Los Cerritos","Public","Phoenix","Maricopa",null,61,96.72,-1,null,null,1.64,33.3126795,-112.05746
"Arizona","2018-19","Mary A Otondo Elementary","Public","Yuma","Yuma",null,121,96.69,-1,null,null,3.31,32.6874111,-114.4898115
"Arizona","2018-19","Bagdad Elementary","Public","Bagdad","Yavapai",null,30,96.67,-1,null,3.33,6.67,34.575481,-113.1835395
"Arizona","2018-19","Chandler Traditional Academy - Goodman Campus","Public","Chandler","Maricopa",null,120,96.67,-1,null,null,5.83,33.326783,-111.886357
"Arizona","2018-19","Cochise Elementary","Public","Scottsdale","Maricopa",null,90,96.67,-1,null,null,5.56,33.5710075,-111.898057
"Arizona","2018-19","Copper Creek Elementary","Public","Glendale","Maricopa",null,90,96.67,-1,null,null,3.33,33.6845657,-112.2103562
"Arizona","2018-19","First Baptist Christian Academy","Private","Sierra Vista","Cochise",null,30,96.67,-1,null,3.33,null,31.5391956,-110.2926142
"Arizona","2018-19","Mountain","Charter","Flagstaff","Coconino",null,30,96.67,-1,null,null,3.33,35.1625628,-111.6691809
"Arizona","2018-19","Paul Dunbar Lawrence","Public","Phoenix","Maricopa",null,30,96.67,-1,null,null,20,33.4404691,-112.0843307
"Arizona","2018-19","Saint Theresa Catholic","Private","Phoenix","Maricopa",null,30,96.67,-1,null,3.33,null,33.4789733,-111.9727429
"Arizona","2018-19","Vesey Elementary","Public","Tucson","Pima",null,90,96.67,-1,null,null,2.22,32.159768,-111.074979
"Arizona","2018-19","Yavapai Elementary","Public","Scottsdale","Maricopa",null,30,96.67,-1,null,null,6.67,33.4553443,-111.9168505
"Arizona","2018-19","Barcelona Elementary","Public","Glendale","Maricopa",null,119,96.64,-1,null,1.68,4.2,33.533017,-112.154674
"Arizona","2018-19","Hopi Elementary","Public","Phoenix","Maricopa",null,89,96.63,-1,null,1.12,3.37,33.497069,-111.969804
"Arizona","2018-19","Basis - Mesa","Charter","Mesa","Maricopa",null,59,96.61,-1,null,null,8.47,33.324846,-111.616034
"Arizona","2018-19","San Marcos Elementary","Public","Chandler","Maricopa",null,59,96.61,-1,null,1.69,3.39,33.2978481,-111.8482882
"Arizona","2018-19","Elvira Elementary","Public","Tucson","Pima",null,88,96.59,-1,null,null,2.27,32.1271818,-110.9721469
"Arizona","2018-19","Esperanza Elementary School-85027","Public","Phoenix","Maricopa",null,88,96.59,-1,null,null,3.41,33.6737192,-112.076837
"Arizona","2018-19","Great Hearts Academies - Archway Classical Academy Trivium West","Charter","Goodyear","Maricopa",null,88,96.59,-1,null,null,3.41,33.469606,-112.3746228
"Arizona","2018-19","Sunrise Elementary","Public","Yuma","Yuma",null,88,96.59,-1,null,null,1.14,32.6768049,-114.4619339
"Arizona","2018-19","Amberlea Elementary","Public","Phoenix","Maricopa",null,58,96.55,-1,null,null,3.45,33.4752252,-112.2407325
"Arizona","2018-19","Basis Chandler Primary South Campus","Charter","Chandler","Maricopa",null,87,96.55,-1,null,null,4.6,33.2346196,-111.8427583
"Arizona","2018-19","Harriet Johnson Primary","Public","Tucson","Pima",null,58,96.55,-1,null,null,1.72,32.1415828,-111.0726875
"Arizona","2018-19","Joe Carlson Elementary","Public","Douglas","Cochise",null,58,96.55,-1,null,null,null,31.3521318,-109.5347236
"Arizona","2018-19","Marjorie W Estes Elementary","Public","Marana","Pima",null,87,96.55,-1,null,null,4.6,32.454034,-111.2071119
"Arizona","2018-19","Sevilla Primary","Public","Phoenix","Maricopa",null,200,96.5,-1,null,null,0.5,33.5148871,-112.1423226
"Arizona","2018-19","Cheyenne Elementary","Public","Peoria","Maricopa",null,57,96.49,-1,null,null,1.75,33.591769,-112.2475296
"Arizona","2018-19","Laird Elementary","Public","Tempe","Maricopa",null,57,96.49,-1,null,1.75,1.75,33.4467512,-111.9207543
"Arizona","2018-19","Sierra Verde Elementary","Public","Glendale","Maricopa",null,85,96.47,-1,null,1.18,3.53,33.6736106,-112.2158797
"Arizona","2018-19","Peralta Elementary","Public","Phoenix","Maricopa",null,113,96.46,-1,null,null,2.65,33.4727091,-112.2123926
"Arizona","2018-19","Bloom Elementary","Public","Tucson","Pima",null,56,96.43,-1,null,null,3.57,32.2424829,-110.8145099
"Arizona","2018-19","Clawson","Public","Douglas","Cochise",null,56,96.43,-1,null,null,1.79,31.3409306,-109.5431877
"Arizona","2018-19","Fruchthendler Elementary","Public","Tucson","Pima",null,56,96.43,-1,null,null,3.57,32.2683846,-110.8330332
"Arizona","2018-19","Walker Butte K-8","Public","Queen Creek","Pinal",null,84,96.43,-1,null,null,1.19,33.1483784,-111.5551918
"Arizona","2018-19","Los Amigos Elementary","Public","Tucson","Pima",null,111,96.4,-1,null,0.9,4.5,32.1480961,-110.9386528
"Arizona","2018-19","Keller Elementary","Public","Mesa","Maricopa",null,83,96.39,-1,null,null,4.82,33.3877094,-111.7991388
"Arizona","2018-19","Manzo Elementary","Public","Tucson","Pima",null,55,96.36,-1,null,null,3.64,32.2331062,-110.9924828
"Arizona","2018-19","Winifred Harelson Elementary","Public","Tucson","Pima",null,55,96.36,-1,null,3.64,3.64,32.3449847,-110.9837285
"Arizona","2018-19","Metcalf Elementary","Public","Morenci","Greenlee",null,137,96.35,-1,null,null,null,33.0449882,-109.3219528
"Arizona","2018-19","Diamondback Elementary","Public","Bullhead City","Mohave",null,109,96.33,-1,null,null,1.83,35.092354,-114.561254
"Arizona","2018-19","Annie Kellond Elementary","Public","Tucson","Pima",null,81,96.3,-1,null,null,3.7,32.2152238,-110.8503093
"Arizona","2018-19","Carol Rae Ranch Elementary","Public","Gilbert","Maricopa",null,81,96.3,-1,null,null,3.7,33.3718592,-111.7105939
"Arizona","2018-19","Cesar E Chavez Community","Public","Phoenix","Maricopa",null,54,96.3,-1,null,null,3.7,33.4109469,-112.0681899
"Arizona","2018-19","Monte Vista Elementary","Public","Phoenix","Maricopa",null,81,96.3,-1,null,null,3.7,33.4872057,-112.0052997
"Arizona","2018-19","Red Mountain Ranch Elementary","Public","Mesa","Maricopa",null,54,96.3,-1,null,null,5.56,33.4832398,-111.6854728
"Arizona","2018-19","Southside Community","Charter","Tucson","Pima",null,27,96.3,-1,null,null,3.7,32.1916996,-110.9429542
"Arizona","2018-19","Thompson Ranch Elementary","Public","El Mirage","Maricopa",null,81,96.3,-1,null,null,4.94,33.616927,-112.313519
"Arizona","2018-19","Basis - Tucson Middle","Charter","Tucson","Pima",null,161,96.27,-1,null,0.62,3.11,32.2348548,-110.9108552
"Arizona","2018-19","Crismon Elementary","Public","Mesa","Maricopa",null,80,96.25,-1,null,null,1.25,33.3710545,-111.853255
"Arizona","2018-19","Desert Willow Elementary","Public","Cave Creek","Maricopa",null,80,96.25,-1,null,null,12.5,33.7690063,-111.9876847
"Arizona","2018-19","Littleton Elementary","Public","Cashion","Maricopa",null,80,96.25,-1,null,null,null,33.4341529,-112.308525
"Arizona","2018-19","Bellair Elementary","Public","Glendale","Maricopa",null,53,96.23,-1,null,null,5.66,33.6467144,-112.1612782
"Arizona","2018-19","San Tan Elementary","Public","Gilbert","Maricopa",null,132,96.21,-1,null,null,4.55,33.2876509,-111.715564
"Arizona","2018-19","Tanque Verde Elementary","Public","Tucson","Pima",null,79,96.2,-1,null,null,6.33,32.255904,-110.7271073
"Arizona","2018-19","Casa Academy","Charter","Phoenix","Maricopa",null,52,96.15,-1,null,3.85,3.85,33.531656,-112.0917006
"Arizona","2018-19","Innovation Academy K-5 Stem","Public","Oro Valley","Pima",null,78,96.15,-1,null,null,5.13,32.443185,-110.9824849
"Arizona","2018-19","Paseo Pointe","Public","Laveen","Maricopa",null,130,96.15,-1,null,null,3.85,33.3675108,-112.1784782
"Arizona","2018-19","Sonoran Science Academy - Tucson","Charter","Tucson","Pima",null,52,96.15,-1,null,null,3.85,32.308186,-111.017594
"Arizona","2018-19","Tomahawk Elementary","Public","Phoenix","Maricopa",null,104,96.15,-1,null,null,null,33.4996619,-112.2276903
"Arizona","2018-19","Alta Vista Elementary","Public","Phoenix","Maricopa",null,103,96.12,-1,null,null,3.88,33.5648227,-112.1267223
"Arizona","2018-19","Dos Rios Elementary","Public","Tolleson","Maricopa",null,77,96.1,-1,null,null,2.6,33.4281217,-112.2476884
"Arizona","2018-19","Solano","Public","Phoenix","Maricopa",null,77,96.1,-1,null,3.9,3.9,33.5180339,-112.0919764
"Arizona","2018-19","Arredondo Elementary","Public","Tempe","Maricopa",null,76,96.05,-1,null,null,5.26,33.3840286,-111.9161985
"Arizona","2018-19","Indian Bend Elementary","Public","Phoenix","Maricopa",null,76,96.05,-1,null,null,3.95,33.612136,-112.003457
"Arizona","2018-19","Bennett Academy - Venture Site","Charter","Phoenix","Maricopa",null,25,96,-1,null,4,4,33.567192,-112.0924208
"Arizona","2018-19","Dr Howard K Conley Elementary","Public","Chandler","Maricopa",null,100,96,-1,null,null,4,33.2961083,-111.8689942
"Arizona","2018-19","Irving Elementary","Public","Mesa","Maricopa",null,75,96,-1,null,null,5.33,33.401289,-111.7607296
"Arizona","2018-19","Kathryn Sue Simonton Elementary","Public","Queen Creek","Pinal",null,50,96,-1,null,null,4,33.2450686,-111.5218638
"Arizona","2018-19","Leman Academy Of Excellence - Sierra Vista","Charter","Sierra Vista","Cochise",null,75,96,-1,null,null,4,31.5516385,-110.2879418
"Arizona","2018-19","Madison Camelview Elementary","Public","Phoenix","Maricopa",null,125,96,-1,null,4,4,33.50328,-112.0381356
"Arizona","2018-19","Moon Mountain","Public","Phoenix","Maricopa",null,75,96,-1,null,1.33,6.67,33.607767,-112.0984223
